Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Areal_m2;Årsavgift_nok;Årsavgift_arealgrunnlag;Årsavgift_kalenderår;Årsavgift_sats;Geometri
0022/2006-VB;Tellnes 10;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.41987432498041 58.3295100221868,6.428410077331 58.3296649554564,6.4287040673515 58.3251750927344,6.4201693592787 58.3250201750811,6.41987432498041 58.3295100221868))
0023/2006-VB;Tellnes 11;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.428410077331 58.3296649554564,6.43694591687577 58.3298193272282,6.43723882218161 58.3253294372214,6.4287040673515 58.3251750927344,6.428410077331 58.3296649554564))
0024/2006-VB;Tellnes 12;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.43694591687577 58.3298193272282,6.44548179470717 58.3299731246258,6.44577365026504 58.3254832115567,6.43723882218161 58.3253294372214,6.43694591687577 58.3298193272282))
0025/2006-VB;Tellnes 13;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.41163477069036 58.3248647020219,6.4201693592787 58.3250201750811,6.4205496397472 58.3205300819108,6.41201611789706 58.3203746264564,6.41163477069036 58.3248647020219))
0026/2006-VB;Tellnes 14;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.4201693592787 58.3250201750811,6.4287040673515 58.3251750927344,6.42908326251976 58.3206849762355,6.4205496397472 58.3205300819108,6.4201693592787 58.3250201750811))
0027/2006-VB;Tellnes 15;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.4287040673515 58.3251750927344,6.43723882218161 58.3253294372214,6.43761693080131 58.3208392949587,6.42908326251976 58.3206849762355,6.4287040673515 58.3251750927344))
0028/2006-VB;Tellnes 16;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.43723882218161 58.3253294372214,6.44577365026504 58.3254832115567,6.4461506665031 58.3209930462746,6.43761693080131 58.3208392949587,6.43723882218161 58.3253294372214))
0029/2006-VB;Tellnes 17;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.4205496397472 58.3205300819108,6.42908326251976 58.3206849762355,6.42937704356898 58.3161951071167,6.42084452002512 58.3160402274695,6.4205496397472 58.3205300819108))
0030/2006-VB;Tellnes 18;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2006-06-20;2006-08-16;Jern,Titan;1111;Sokndal;11;Rogaland;250000;2500;25;;100;POLYGON ((6.42908326251976 58.3206849762355,6.43761693080131 58.3208392949587,6.43790961775625 58.3163494093288,6.42937704356898 58.3161951071167,6.42908326251976 58.3206849762355))
0001/2007-VB;Knaben 1;UTVINNINGSRETT;Knaben Molybden AS;989186833;Godkjent;2006-12-09;2007-03-19;Molybden;4226,4227;Hægebostad,Kvinesdal;42;Agder;180000;1800;18;;100;POLYGON ((7.07157298025534 58.6477337625437,7.08190522644073 58.6476517842666,7.08182616029898 58.6449589312106,7.07149470985793 58.645040914941,7.07157298025534 58.6477337625437))
0002/2007-VB;Knaben 2;UTVINNINGSRETT;Knaben Molybden AS;989186833;Godkjent;2006-12-09;2007-03-19;Molybden;4226,4227;Hægebostad,Kvinesdal;42;Agder;300000;3000;30;;100;POLYGON ((7.07170347390371 58.6522218450981,7.08203703190475 58.6521398636604,7.08190522644073 58.6476517842666,7.07157298025534 58.6477337625437,7.07170347390371 58.6522218450981))
0003/2007-VB;Knaben 3;UTVINNINGSRETT;Knaben Molybden AS;989186833;Godkjent;2006-12-09;2007-03-19;Molybden;4227;Kvinesdal;42;Agder;300000;3000;30;;100;POLYGON ((7.07183401547222 58.6567099071005,7.08216889555379 58.6566279216983,7.08203703190475 58.6521398636604,7.07170347390371 58.6522218450981,7.07183401547222 58.6567099071005))
0004/2007-VB;Knaben 4;UTVINNINGSRETT;Knaben Molybden AS;989186833;Godkjent;2006-12-09;2007-03-19;Molybden;4227;Kvinesdal;42;Agder;212500;2200;22;;100;POLYGON ((7.07497933850797 58.6611741032062,7.08230081486802 58.6611159294848,7.08216889555379 58.6566279216983,7.07484836154531 58.6566860801273,7.07497933850797 58.6611741032062))
0001/2008-NB;Bindal 1;UTVINNINGSRETT;Bindal Gruver AS;950456485;Godkjent;2007-10-04;2008-10-15;Gull;1811;Bindal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;225035;2300;23;;100;POLYGON ((12.8000286464907 65.1698972934411,12.8049080826273 65.171633027217,12.8152700986308 65.1665042116124,12.8103910278674 65.1647598614724,12.8000286464907 65.1698972934411))
0001-1/2010;Rugdevollen 1;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.8976841614372 58.5224871994098,7.90798097054098 58.5225261546258,7.90804232978781 58.5180374594288,7.89774685875586 58.5179985132977,7.8976841614372 58.5224871994098))
0002-1/2010;Rugdevollen 2;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.88992335346005 58.5251506507147,7.90708601758108 58.5252161565142,7.90712290263305 58.5225229406127,7.88996156872248 58.5224574387271,7.88992335346005 58.5251506507147))
0003-1/2010;Rugdevollen 3;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.88988514526515 58.5278438652793,7.90704913683442 58.527909377667,7.90708601758108 58.5252161565142,7.88992335346005 58.5251506507147,7.88988514526515 58.5278438652793))
0004-1/2010;Rugdevollen 4;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.88212903205768 58.5300579767232,7.90272712773358 58.5301375682322,7.90275813529571 58.5278932168222,7.88216136156056 58.5278136312415,7.88212903205768 58.5300579767232))
0005-1/2010;Rugdevollen 5;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.88123840491262 58.5322989368683,7.9018378126757 58.5323786712457,7.90186887264722 58.5301343184059,7.88127077926803 58.5300545883499,7.88123840491262 58.5322989368683))
0006-1/2010;Rugdevollen 6;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.87424080902532 58.5412490225559,7.87939193257515 58.5412695393565,7.87952179063457 58.5322921426037,7.87437195130221 58.5322716222519,7.87424080902532 58.5412490225559))
0007-1/2010;Rugdevollen 7;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.87939193257515 58.5412695393565,7.88454306949845 58.541289851692,7.88467163501662 58.5323124564757,7.87952179063457 58.5322921426037,7.87939193257515 58.5412695393565))
0008-1/2010;Rugdevollen 8;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.88454306949845 58.541289851692,7.889694217113 58.5413099585733,7.88982148374617 58.5323325632821,7.88467163501662 58.5323124564757,7.88454306949845 58.541289851692))
0009-1/2010;Rugdevollen 9;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.889694217113 58.5413099585733,7.89484537352089 58.5413298592455,7.89497133647017 58.5323524625298,7.88982148374617 58.5323325632821,7.889694217113 58.5413099585733))
0010-1/2010;Rugdevollen 10;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;300000;3000;30;;100;POLYGON ((7.89484537352089 58.5413298592455,7.89999653634394 58.5413495774192,7.90012119300341 58.5323721537827,7.89497133647017 58.5323524625298,7.89484537352089 58.5413298592455))
0011-1/2010;Rugdevollen 11;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4218;Iveland;42;Agder;299000;3000;30;;100;POLYGON ((7.87420671633746 58.5435831518219,7.89395404283972 58.5436606875113,7.89398684690492 58.5413265568132,7.87424080902532 58.5412490225559,7.87420671633746 58.5435831518219))
0012-1/2010;Rugdevollen 12;UTVINNINGSRETT;Norse Minerals AS;990857938;Godkjent;2009-08-05;2010-06-22;Ng,Ta;4219,4218;Evje og Hornnes,Iveland;42;Agder;299250;3000;30;;100;POLYGON ((7.88135085983689 58.5483249640849,7.89113997044264 58.5483632292796,7.89120657894152 58.5436500808307,7.88141876220513 58.5436118184953,7.88135085983689 58.5483249640849))
0001-1/2012;Biddjovagge 1;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;986000;9900;99;;100;POLYGON ((22.454775464641 69.3242586348129,22.4694897806086 69.3241344629746,22.4684554560235 69.3088940186408,22.453751488031 69.3090180908572,22.454775464641 69.3242586348129))
0002-1/2012;Biddjovagge 2;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;962500;9700;97;;100;POLYGON ((22.4785041998009 69.3074629837077,22.492446465518 69.3073433681255,22.4913660708565 69.2916548066293,22.4774338890699 69.2917743234913,22.4785041998009 69.3074629837077))
0003-1/2012;Biddjovagge 3;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;990000;9900;99;;100;POLYGON ((22.4774338890699 69.2917743234913,22.4983320998282 69.2915946276724,22.4975887729506 69.2808367699379,22.4767009206046 69.2810163641023,22.4774338890699 69.2917743234913))
0004-1/2012;Biddjovagge 4;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612,5544;Guovdageaidnu - Kautokeino,Nordreisa - Ráisa - Raisi;56,55;Finnmark - Finnmárku - Finmarkku,Troms - Romsa - Tromssa;935000;9400;94;;100;POLYGON ((22.4855624789745 69.2809404806192,22.4994876501876 69.2808203181518,22.4984346230303 69.2655800035148,22.4845192220819 69.2657000697438,22.4855624789745 69.2809404806192))
0005-1/2012;Biddjovagge 5;UTVINNINGSRETT;Arctic Gold AB;;Godkjent;2010-12-23;2011-08-31;Gull;5612,5544;Guovdageaidnu - Kautokeino,Nordreisa - Ráisa - Raisi;56,55;Finnmark - Finnmárku - Finmarkku,Troms - Romsa - Tromssa;986000;9900;99;;100;POLYGON ((22.4933744963266 69.2656237935328,22.5080488033283 69.2654963945216,22.5069906195801 69.2502561123701,22.492326600039 69.2503834094094,22.4933744963266 69.2656237935328))
0477-1/2011;Espenesfeltet 1;UNDERSOEKELSESRETT;Robert Norman Hermansen;;Godkjent;2011-08-12;2011-08-20;;5528;Dyrøy;55;Troms - Romsa - Tromssa;4000000;20000;400;16;50;MULTIPOLYGON (((17.7637611673201 69.1000742159939,17.8139364056586 69.0992589404881,17.8127849892486 69.0903016032649,17.7626302175152 69.0911164976225,17.7637611673201 69.1000742159939)), ((17.8150888331894 69.1082162594329,17.8401851804606 69.1078029341464,17.8378608648443 69.0898886644,17.8127849892486 69.0903016032649,17.8150888331894 69.1082162594329)))
0478-1/2011;Espenesfeltet 2;UNDERSOEKELSESRETT;Robert Norman Hermansen;;Godkjent;2011-08-12;2011-08-20;;5528;Dyrøy;55;Troms - Romsa - Tromssa;2000000;10000;200;16;50;MULTIPOLYGON (((17.8407668973137 69.1122814900577,17.8658673460697 69.1118644030203,17.8646939242305 69.1029074816623,17.8396037189507 69.103324373624,17.8407668973137 69.1122814900577)), ((17.8664544435264 69.1163428567217,17.891558985732 69.1159220064463,17.8903748019331 69.1069652912541,17.8652805063594 69.1073859446669,17.8664544435264 69.1163428567217)))
0001-1/2013;Ulveryggen 1;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2012-03-15;2013-02-25;Kobber;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;988874;9900;99;;100;POLYGON ((24.2444272809328 70.4352979127328,24.27421816406 70.4424163997313,24.2859052623096 70.4373415426483,24.2554482971249 70.4300263743538,24.2444272809328 70.4352979127328))
0002-1/2013;Ulveryggen 2;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2012-03-15;2013-02-25;Kobber;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;999910;10000;100;;100;POLYGON ((24.2145249041632 70.4281635624903,24.2444272809328 70.4352979127328,24.2554495039904 70.4300174178626,24.224463206703 70.4228143815743,24.2145249041632 70.4281635624903))
0009-1/2012;Hankabakken 1;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;203000;2100;21;;100;POLYGON ((16.1096835728424 67.1452365035596,16.1190491078039 67.1451712353654,16.118841539588 67.1406869499763,16.109477740932 67.1407522039498,16.1096835728424 67.1452365035596))
0010-1/2012;Hankabakken 2;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;146596;1500;15;;100;POLYGON ((16.0844471059834 67.1454096440408,16.1096835728424 67.1452365035596,16.1096284017344 67.1440347115437,16.0843931889725 67.1442078419132,16.0844471059834 67.1454096440408))
0011-1/2012;Hankabakken 3;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;111264;1200;12;;100;POLYGON ((16.0843931889725 67.1442078419132,16.0914055727082 67.1441601320718,16.0912573849201 67.1408776044743,16.0842459528488 67.1409253067063,16.0843931889725 67.1442078419132))
0012-1/2012;Hankabakken 4;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;71890;1000;8;;100;POLYGON ((16.091294225332 67.1416937521884,16.1095151961509 67.1415683466908,16.109477740932 67.1407522039498,16.0912573849201 67.1408776044743,16.091294225332 67.1416937521884))
0013-1/2012;Hankabakken 5;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;500000;5000;50;;100;POLYGON ((16.0957778974798 67.1408466860878,16.118841539588 67.1406869499763,16.1186340551949 67.1362026617326,16.0955746880334 67.1363623630455,16.0957778974798 67.1408466860878))
0014-1/2012;Giken Charlotta 1;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;1000000;10000;100;;100;POLYGON ((16.0385026464986 67.1502002779966,16.0846483403996 67.1498939785401,16.0844471059834 67.1454096440408,16.0383099696435 67.1457158767478,16.0385026464986 67.1502002779966))
0015-1/2012;Giken Charlotta 2;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;500000;5000;50;;100;POLYGON ((16.0386954012266 67.1546846764353,16.0617726879817 67.1545331577261,16.0615756526515 67.150048792312,16.0385026464986 67.1502002779966,16.0386954012266 67.1546846764353))
0016-1/2012;Rupsi;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;1000000;10000;100;;100;POLYGON ((16.0044517818495 67.1638745976549,16.0275381004618 67.1637280084063,16.0271566405387 67.1547591874598,16.0040788888659 67.1549057127992,16.0044517818495 67.1638745976549))
0017-1/2012;Sagmo 1;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;140012;1500;15;;100;POLYGON ((15.9668770210416 67.1205240941274,15.9895996176108 67.1203849715266,15.9895475420267 67.1191113778225,15.9668261407267 67.1192504918204,15.9668770210416 67.1205240941274))
0018-1/2012;Sagmo 2;UTVINNINGSRETT;NYE SULITJELMA GRUVER AS;997003462;Godkjent;2012-06-12;2012-12-13;Kobber,Sink;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;448000;4500;45;;100;POLYGON ((15.9567849287671 67.126460968149,15.9671117909658 67.1263988060962,15.9667534135019 67.1174297782742,15.9564303766437 67.11749191326,15.9567849287671 67.126460968149))
0007-1/2012;Sandbekk 1;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2012-07-20;2012-11-19;Titan;1111;Sokndal;11;Rogaland;800000;8000;80;;100;POLYGON ((6.32796718427182 58.3663305735576,6.34504154839937 58.3666859330177,6.3455807191554 58.359508415739,6.32850981247545 58.3591531554112,6.32796718427182 58.3663305735576))
0008-1/2012;Sandbekk 2;UTVINNINGSRETT;Titania A/S;916769318;Godkjent;2012-10-24;2012-11-19;Titan;1111;Sokndal;11;Rogaland;630000;6300;63;;100;POLYGON ((6.3449067150054 58.3684803105821,6.36027476909876 58.3687982110517,6.3607438913834 58.3625178089014,6.34537856064463 58.3621999860349,6.3449067150054 58.3684803105821))
0001-1/2014;Bjørndalen A;UTVINNINGSRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2013-11-15;2014-02-27;Dy,Eu,Hf,Pr,Sm,Tb,Thorium,Tm,Yb;4018;Nome;40;Telemark;41084;1000;5;;100;POLYGON ((9.30832942933659 59.2725598341191,9.31382047529819 59.2725107953953,9.31379219355089 59.2713434204981,9.30819607297278 59.2713927070627,9.30832942933659 59.2725598341191))
0002-1/2014;Bjørndalen B;UTVINNINGSRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2013-11-15;2014-02-27;Dy,Eu,Hf,Pr,Sm,Tb,Thorium,Tm,Yb;4018;Nome;40;Telemark;297426;3000;30;;100;POLYGON ((9.30400319735471 59.2714115436462,9.31379178058969 59.2712985198332,9.31334454317746 59.2646272068127,9.30382041716872 59.2646767208437,9.30400319735471 59.2714115436462))
0003-1/2014;Bjørndalen C;UTVINNINGSRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2013-11-15;2014-02-27;Dy,Eu,Hf,Pr,Sm,Tb,Thorium,Tm,Yb;4018;Nome;40;Telemark;84415;1000;9;;100;POLYGON ((9.30169804098746 59.2646816561318,9.31330946266761 59.2646272912351,9.31359724965422 59.2634950752973,9.3016881972362 59.2635681171391,9.30169804098746 59.2646816561318))
0115-1/2014;Fensmyra Øst;UNDERSOEKELSESRETT;SAGA RARE EARTHS AS;990800073;Godkjent;2014-03-24;2014-06-13;Lantanidene;4018;Nome;40;Telemark;1000000;5000;100;13;50;POLYGON ((9.31352230459633 59.2725204939629,9.33106659107777 59.2724770712427,9.33097947508076 59.2634969488362,9.31343980496851 59.2635403561459,9.31352230459633 59.2725204939629))
0001-1/2015;Nussir Deep 1;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;644625;6500;65;;100;POLYGON ((24.0282360830402 70.4588021753218,24.0515637991986 70.4591826961492,24.0518687676611 70.452455668941,24.0292173187241 70.4520861528833,24.0282360830402 70.4588021753218))
0002-1/2015;Nussir Deep 2;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;295024;3000;30;;100;POLYGON ((24.0515637991986 70.4591826961492,24.0676422701665 70.4594432151472,24.0678215343762 70.4550389570047,24.0517460254427 70.4549669481778,24.0515637991986 70.4591826961492))
0003-1/2015;Nussir Deep 3;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;114101;1200;12;;100;POLYGON ((24.0676422701665 70.4594432151472,24.0915042083494 70.453095417101,24.0916719474494 70.4519222853636,24.0679385854094 70.4518095327747,24.0676422701665 70.4594432151472))
0004-1/2015;Nussir Deep 4;UTVINNINGSRETT;Nussir ASA;937917376;Godkjent;2014-12-18;2015-01-27;Gull,Kobber,Palladium,Platina,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;269873;2700;27;;100;POLYGON ((24.073831136774 70.4518418422796,24.0916719474494 70.4519222853636,24.0921852806481 70.4483312464834,24.0739719846024 70.4482537771748,24.073831136774 70.4518418422796))
